feature,spotify_hit_mean,billboard_no1_mean
danceability,0.594551233938405,62.94723404255319
energy,0.6380810424943912,60.47659574468085
valence,0.48435624617581075,61.776170212765955
acousticness,0.27872282192739134,30.01872340425532
tempo,120.43341250254947,115.85617021276596
