cache_key,found,query,track_name,artist_name,collection_name,preview_url,artwork_url,track_view_url,source
tempest of blades::battle beast,False,Tempest Of Blades Battle Beast Circus Of Doom,,,,,,,itunes
temple white::ludovico einaudi,True,Temple White Ludovico Einaudi Underwater,Temple White,Ludovico Einaudi,Underwater (Video Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/81/16/ee/8116ee43-d635-8cdb-bbf9-65eb5a304ef1/mzaf_12003948578210369226.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/temple-white/1589791548?i=1589791561&uo=4,itunes
temporality::savage bops,False,Temporality Savage Bops Temporality,,,,,,,itunes
tengo luquita::juanaf茅,False,Tengo Luquita Juanaf茅 La Makinita,,,,,,,itunes
termina comigo::vitor fernandes,False,Termina Comigo Vitor Fernandes Piseiro Apaixonado - Pt. 1,,,,,,,itunes
test & recognise - flume re-work::seekae flume,True,Test & Recognise - Flume Re-work Seekae Flume Test & Recognise (Remixes),Test & Recognise,Seekae,Test & Recognise (Remixes) - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ed/cf/2f/edcf2f1b-a2d1-869d-47f0-2cd688ffd22f/mzaf_6896794977551839329.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/69/28/cf/6928cf8e-da69-cea8-0a36-f9d6fb884449/3610156651529_Cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/test-recognise/1709027757?i=1709027758&uo=4,itunes
teste de farm谩cia::unha pintada,False,Teste de Farm谩cia Unha Pintada Teste de Farm谩cia,,,,,,,itunes
teutonic terror::accept,False,Teutonic Terror Accept Blood of the Nations,,,,,,,itunes
tezeta (nostalgia)::mulatu astatke,False,"Tezeta (Nostalgia) Mulatu Astatke Ethiopiques, Vol. 4: Ethio Jazz 1969-1974",,,,,,,itunes
tezeta::mulatu astatke,False,Tezeta Mulatu Astatke New York - Addis - London: The Story of Ethio Jazz 1965-1975,,,,,,,itunes
thank you lord::calledout music,False,Thank You Lord CalledOut Music Thank You Lord,,,,,,,itunes
that's the way love is - underground mix edit::ten city,False,That's the Way Love Is - Underground Mix Edit Ten City Foundation,,,,,,,itunes
"the acid life - extended version::farley ""jackmaster"" funk",False,"The Acid Life - Extended Version Farley ""Jackmaster"" Funk Farley ""Jackmaster"" Funk",,,,,,,itunes
the adults are talking::the strokes,False,The Adults Are Talking The Strokes The New Abnormal,,,,,,,itunes
the band played on::glenn underground,False,"The Band Played On Glenn Underground July 12, 1979",,,,,,,itunes
the battle of new orleans::johnny horton,False,The Battle of New Orleans Johnny Horton,,,,,,,itunes
the beach::the neighbourhood,True,The Beach The Neighbourhood Wiped Out!,The Beach,The Neighbourhood,Wiped Out! (10th Anniversary Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0f/c2/cd/0fc2cdfa-ed83-2bde-67c0-db91e60f6e23/mzaf_6671680033704445709.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ac/05/53/ac05530a-c992-0098-ea9f-4434779533d3/196873591407.jpg/600x600bb.jpg,https://music.apple.com/us/album/the-beach/1848275435?i=1848275442&uo=4,itunes
the best is yet to come::accept,False,The Best Is yet to Come Accept Too Mean to Die,,,,,,,itunes
the book of heavy metal (march of the metallians)::dream evil,False,The Book of Heavy Metal (March of the Metallians) Dream Evil The Book of Heavy Metal,,,,,,,itunes
the boxer feat. mumford & sons and paul simon::jerry douglas paul simon mumford & sons,False,The Boxer feat. Mumford & Sons and Paul Simon Jerry Douglas Paul Simon Mumford & Sons Traveler,,,,,,,itunes
the chipmunk song::the chipmunks,False,The Chipmunk Song The Chipmunks,,,,,,,itunes
the chosen ones::dream evil,False,The Chosen Ones Dream Evil Dragonslayer,,,,,,,itunes
the darkness that you fear::the chemical brothers,False,The Darkness That You Fear The Chemical Brothers The Darkness That You Fear,,,,,,,itunes
the deadite girls gone wild::lordi,False,The Deadite Girls Gone Wild Lordi The Arockalypse,,,,,,,itunes
the departure::max richter lang lang,True,The Departure Max Richter Lang Lang Voyager - Essential Max Richter,The Departure,Lang Lang,Voyager - Essential Max Richter,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/93/34/e1/9334e139-2d6b-1440-6cbe-d0892e649503/mzaf_10011005209932161255.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/43/02/74/43027407-3cbd-a3ec-09e5-ce9f5c202244/19UMGIM64276.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/the-departure/1480784968?i=1480785340&uo=4,itunes
the golden path::the chemical brothers the flaming lips,False,The Golden Path The Chemical Brothers The Flaming Lips Brotherhood,,,,,,,itunes
the goose steps high::george bruns,False,The Goose Steps High George Bruns Walt Disney Records The Legacy Collection: The Aristocats,,,,,,,itunes
the gospel truth i / main titles - hercules::cheryl freeman lachanze vaneese thomas lillias white roz ryan disney,False,The Gospel Truth I / Main Titles - Hercules Cheryl Freeman LaChanze Vaneese Thomas Lillias White Roz Ryan Disney Hercules (Original Motion Picture Soundtrack),,,,,,,itunes
"the happy organ::dave ""baby"" cortez",False,"The Happy Organ Dave ""Baby"" Cortez",,,,,,,itunes
the kids aren't alright::the offspring,False,The Kids Aren't Alright The Offspring Americana,,,,,,,itunes
the lion sleeps tonight::billy eichner seth rogen,False,The Lion Sleeps Tonight Billy Eichner Seth Rogen The Lion King (Original Motion Picture Soundtrack),,,,,,,itunes
the mad tea party / the unbirthday song / twinkle twinkle / clean cup move down / mad watch::kathryn beaumont edwynn james macdonald jerry colonna,False,The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch Kathryn Beaumont Edwynn James Macdonald Jerry Colonna Alice In Wonderland (Original Motion Picture Soundtrack),,,,,,,itunes
the man who sold the world::nirvana,True,The Man Who Sold The World Nirvana MTV Unplugged In New York,The Man Who Sold the World (Live Acoustic),Nirvana,MTV Unplugged In New York (Live Acoustic),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e5/27/7a/e5277ad5-2777-e074-04c8-9ebc8d61297c/mzaf_1834049229068555483.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/46/24/33/462433f9-ee74-2d60-4538-859826a7bed7/00720642472729.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/the-man-who-sold-the-world-live-acoustic/1440892370?i=1440892680&uo=4,itunes
the middle::jimmy eat world,False,The Middle Jimmy Eat World Bleed American,,,,,,,itunes
the next right thing::kristen bell,False,The Next Right Thing Kristen Bell Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),,,,,,,itunes
the other side::rosetta arroyo,False,The Other Side Rosetta Arroyo The Other Side,,,,,,,itunes
the other son of odin::brothers of metal,False,The Other Son of Odin Brothers of Metal The Other Son of Odin,,,,,,,itunes
the outsider::lack of afro,False,The Outsider Lack Of Afro Press On,,,,,,,itunes
the pretender::foo fighters,True,"The Pretender Foo Fighters Echoes, Silence, Patience & Grace",The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5f/41/f8/5f41f86a-1d7a-0c1e-7b29-55cd5fa40c4c/mzaf_1876575708645472937.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1a/a8/d2/1aa8d22d-f1ab-0462-e6f0-4f19b2594383/886971151626.jpg/600x600bb.jpg,https://music.apple.com/us/album/the-pretender/262743410?i=262743414&uo=4,itunes
the reason::hoobastank,False,The Reason Hoobastank The Reason (15th Anniversary Deluxe),,,,,,,itunes
the riddle of dreams::carligo,False,The Riddle of Dreams Carligo The Riddle of Dreams,,,,,,,itunes
the salmon dance::the chemical brothers,False,The Salmon Dance The Chemical Brothers We Are The Night,,,,,,,itunes
the sound of music::charmian carr heather menzies nicholas hammond duane chase angela cartwright debbie turner kym karath bill lee,False,The Sound Of Music Charmian Carr Heather Menzies Nicholas Hammond Duane Chase Angela Cartwright Debbie Turner Kym Karath Bill Lee The Sound Of Music (Original Soundtrack Recording),,,,,,,itunes
the story::brandi carlile,True,The Story Brandi Carlile The Story,The Story,Brandi Carlile,The Story,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2d/10/cd/2d10cd55-8d25-4894-2dd9-547f879c641b/mzaf_10372144637331825749.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/d1/31/mzi.nmwgtsqv.jpg/600x600bb.jpg,https://music.apple.com/us/album/the-story/250112717?i=250112772&uo=4,itunes
the sun can't compare - long version::larry heard mr white,False,The Sun Can't Compare - Long Version Larry Heard Mr White E.P.,,,,,,,itunes
the theory of everything::j贸hann j贸hannsson,False,The Theory of Everything J贸hann J贸hannsson The Theory of Everything (Original Motion Picture Soundtrack),,,,,,,itunes
the three bells (les trois cloches)::the browns,False,The Three Bells (Les Trois Cloches) The Browns,,,,,,,itunes
the traitor::menahan street band,False,The Traitor Menahan Street Band Make the Road By Walking,,,,,,,itunes
the weakness in me::keisha white,False,The Weakness in Me Keisha White The Weakness In Me,,,,,,,itunes
the whistle song::frankie knuckles,False,The Whistle Song Frankie Knuckles Beyond The Mix,,,,,,,itunes
the wilhelm scream::the bamboos washington,False,The Wilhelm Scream The Bamboos Washington Medicine Man,,,,,,,itunes
theme from a summer place::percy faith & his orchestra,False,Theme from A Summer Place Percy Faith & His Orchestra,,,,,,,itunes
there's a new day coming::menahan street band saundra williams,False,There's a New Day Coming Menahan Street Band Saundra Williams There's a New Day Coming / Tommy Don't,,,,,,,itunes
this fffire - new version::franz ferdinand,True,This fffire - New Version Franz Ferdinand This fffire,This Fffire,Franz Ferdinand,This Fffire - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b8/50/f2/b850f2d6-baa3-37da-d6b4-19783205e232/mzaf_14666607249903409475.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Features/e1/a5/ea/dj.plgyurpa.jpg/600x600bb.jpg,https://music.apple.com/us/album/this-fffire/29276051?i=29276049&uo=4,itunes
time to jack - vocal mix::chip e.,False,Time To Jack - Vocal Mix Chip E. Time To Jack,,,,,,,itunes
timidez - ao vivo::cavalo de pau,False,"Timidez - Ao Vivo Cavalo De Pau Forr贸 Cavalo de Pau, Vol. I (Ao Vivo)",,,,,,,itunes
tiniebla::pearl melendez,False,Tiniebla Pearl Melendez Tiniebla,,,,,,,itunes
tippa my tongue::red hot chili peppers,True,Tippa My Tongue Red Hot Chili Peppers Rock Brandneu,Tippa My Tongue,Red Hot Chili Peppers,Rock Brandneu,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b8/e0/1e/b8e01e0b-6274-c487-c1a2-4198983be5ba/mzaf_4599244938480560795.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/27/ea/76/27ea764e-c3b4-8e00-c5bc-90df25579137/5059460156913.jpg/600x600bb.jpg,https://music.apple.com/us/album/tippa-my-tongue/1645312116?i=1645312616&uo=4,itunes
tirana wolves::wolves club,False,Tirana Wolves Wolves Club On the Davenport,,,,,,,itunes
to get down - radio mix::timo maas,False,To Get Down - Radio Mix Timo Maas Loud (Eastwest Release),,,,,,,itunes
to know him is to love him::the teddy bears,False,To Know Him is to Love Him The Teddy Bears,,,,,,,itunes
"todo es en vano, si no hay amor - en vivo::almafuerte",False,"Todo Es en Vano, Si No Hay Amor - En Vivo Almafuerte En Vivo Obras",,,,,,,itunes
todo se transforma::jorge drexler,False,Todo se transforma Jorge Drexler Eco,,,,,,,itunes
tokyo trainspotting::nathan kawanishi,False,Tokyo Trainspotting Nathan Kawanishi Nostalgia,,,,,,,itunes
tom dooley::the kingston trio,False,Tom Dooley The Kingston Trio,,,,,,,itunes
tomo y obligo::carlos gardel,False,Tomo Y Obligo Carlos Gardel El Album De Oro De Carlos Gardel,,,,,,,itunes
tomo y obligo::carlos lombardi los rom芒nticos de la noche,False,Tomo y Obligo Carlos Lombardi Los Rom芒nticos De La Noche Lo Mejor Del Tango,,,,,,,itunes
tongue tied::grouplove,False,Tongue Tied Grouplove Never Trust a Happy Song,,,,,,,itunes
too mean to die::accept,False,Too Mean to Die Accept Too Mean to Die,,,,,,,itunes
tortilla monday::breakfast for brunch,False,Tortilla Monday Breakfast For Brunch Tortilla Monday,,,,,,,itunes
tossin' and turnin'::bobby lewis,False,Tossin' and Turnin' Bobby Lewis,,,,,,,itunes
tou embrasado::josu茅 bom de faixa,False,Tou Embrasado Josu茅 Bom de Faixa O Bom de Faixa,,,,,,,itunes
touch::cigarettes after sex,True,Touch Cigarettes After Sex Cry,Touch,Cigarettes After Sex,Cry,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/cf/ff/27/cfff276d-3a70-14b3-8895-45acaaa6f680/mzaf_5830283521846167459.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/a2/1e/b4/a21eb48e-05ac-ace3-00f5-c1cb53e74e58/720841217305_Cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/touch/1476598231?i=1476598236&uo=4,itunes
touch::sleeping at last,True,Touch Sleeping At Last Atlas: II,Touch,Sleeping At Last,Atlas: II,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/81/75/8f/81758f5f-43ae-2f5d-cad5-8fa5ba8eb6d0/mzaf_1909652100081173931.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/f5/3e/16/f53e1668-fd10-1449-039e-5beef4b937ed/859735241048_cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/touch/1484386235?i=1484386904&uo=4,itunes
tremidinha - ao vivo::biu do piseiro,False,Tremidinha - Ao Vivo Biu do Piseiro Biu do Piseiro - At茅 o Talo (Ao Vivo),,,,,,,itunes
triunfo - live::criolo emicida,False,Triunfo - Live Criolo Emicida Criolo E Emicida Ao Vivo (Live),,,,,,,itunes
trust - motor city drum ensemble deep mix::romanthony motor city drum ensemble,False,Trust - Motor City Drum Ensemble Deep Mix Romanthony Motor City Drum Ensemble Trust 2014,,,,,,,itunes
trust me::roni size,False,Trust Me Roni Size New Forms,,,,,,,itunes
turn up the bass - fast eddie scratch it up mix::tyree cooper,False,Turn Up The Bass - Fast Eddie Scratch It Up Mix Tyree Cooper Turn Up The Bass,,,,,,,itunes
turndown service::adeline verver,False,Turndown Service Adeline Verver Turndown Service,,,,,,,itunes
turning page::sleeping at last,True,Turning Page Sleeping At Last Turning Page,Turning Page,Sleeping At Last,Turning Page - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f6/23/59/f623591e-441a-f300-1642-12f935789385/mzaf_3423939552028988004.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/76/93/8a/76938a31-d076-c0cf-872e-c32fa9047643/859746947847_cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/turning-page/1561983266?i=1561983646&uo=4,itunes
two sugars::zil baii,False,Two Sugars Zil Baii Two Sugars,,,,,,,itunes
t煤 eres su seguridad::hermetica,False,T煤 Eres Su Seguridad Hermetica Int茅rpretes,,,,,,,itunes
um sonho de amor::lim茫o com mel wesley safad茫o,False,Um Sonho de Amor Lim茫o Com Mel Wesley Safad茫o Est煤dio Lim茫o,,,,,,,itunes
un poco loco::luis 脕ngel g贸mez jaramillo gael garcia bernal,False,Un Poco Loco Luis 脕ngel G贸mez Jaramillo Gael Garcia Bernal Coco (Banda Sonora Original en Espa帽ol),,,,,,,itunes
un vestido y un amor::adriana varela walter r铆os esteban morgado litto nebbia,False,Un Vestido y un Amor Adriana Varela Walter R铆os Esteban Morgado Litto Nebbia Maquillaje,,,,,,,itunes
una mattina::ludovico einaudi,True,Una Mattina Ludovico Einaudi Una Mattina,Una Mattina,Ludovico Einaudi,Una Mattina,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3f/64/30/3f64303f-dbda-23e4-6b23-64e8df7eb5e7/mzaf_12817939629152130724.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/una-mattina/1440762051?i=1440762058&uo=4,itunes
uncommon ritual - instrumental::mike marshall edgar meyer b茅la fleck,False,Uncommon Ritual - Instrumental Mike Marshall Edgar Meyer B茅la Fleck Uncommon Ritual,,,,,,,itunes
unconditional::andy tallent,False,Unconditional Andy Tallent Unconditional,,,,,,,itunes
under samma himmel::sanja g枚ransson,False,Under Samma Himmel Sanja G枚ransson Under Samma Himmel,,,,,,,itunes
under the bridge::red hot chili peppers,False,Under the Bridge Red Hot Chili Peppers Blood Sugar Sex Magik (Deluxe Edition),,,,,,,itunes
"under the sea - from ""the little mermaid"" / soundtrack version::samuel e. wright disney",False,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version Samuel E. Wright Disney The Little Mermaid",,,,,,,itunes
under the sea::samuel e. wright disney,False,Under the Sea Samuel E. Wright Disney The Little Mermaid Special Edition,,,,,,,itunes
undercover::bassnectar,False,Undercover Bassnectar Reflective (Part 4),,,,,,,itunes
union dixie::tennessee ernie ford,False,Union Dixie Tennessee Ernie Ford Songs Of The Civil War,,,,,,,itunes
uno (with armando pontier y su orquesta)::julio sosa armando pontier y su orquesta,False,Uno (with Armando Pontier y su Orquesta) Julio Sosa Armando Pontier y su Orquesta 30 Aniversario 1964/1994,,,,,,,itunes
up the ladder::town mountain,False,Up the Ladder Town Mountain Leave the Bottle,,,,,,,itunes
vacuum with pure brown noise - loopable with no fade::sleep baby sleep vacuum cleaner white noise lullaby land background appliances white noise appliances,False,"Vacuum with Pure Brown Noise - Loopable with no fade Sleep Baby Sleep Vacuum Cleaner White Noise Lullaby Land Background Appliances White Noise Appliances Vacuums, Dryers and Washing Machines (Loopable Audio for Insomnia, Meditation, and Restless Children)",,,,,,,itunes
velocity shift::overseer,False,Velocity Shift Overseer Wreckage,,,,,,,itunes
venga mi vida::juanaf茅,False,Venga Mi Vida Juanaf茅 La Makinita,,,,,,,itunes
venus::frankie avalon,False,Venus Frankie Avalon,,,,,,,itunes
verdadeiro amor - ao vivo::banda magn铆ficos,False,Verdadeiro Amor - Ao Vivo Banda Magn铆ficos Ao Vivo,,,,,,,itunes
vida loka i - live::criolo emicida mano brown,False,Vida Loka I - Live Criolo Emicida Mano Brown Criolo E Emicida Ao Vivo (Live),,,,,,,itunes
viento estelar::universo,False,Viento Estelar Universo Galaxia,,,,,,,itunes
views from yamashita park::nathan kawanishi,False,Views from Yamashita Park Nathan Kawanishi Nostalgia,,,,,,,itunes
villa::el michels affair,False,Villa El Michels Affair Adult Themes,,,,,,,itunes
vivendo de solid茫o::lim茫o com mel nattan,False,Vivendo de Solid茫o Lim茫o Com Mel NATTAN Vivendo de Solid茫o,,,,,,,itunes
volte amor::tayrone cigano,False,Volte Amor Tayrone Cigano 20 Super Sucessos: Tayrone Cigano,,,,,,,itunes
volvi贸 una noche::carlos gardel,False,Volvi贸 Una Noche Carlos Gardel El Album De Oro De Carlos Gardel,,,,,,,itunes
voodoo people - pendulum mix::the prodigy pendulum,False,Voodoo People - Pendulum Mix The Prodigy Pendulum Their Law The Singles 1990 - 2005,,,,,,,itunes
voodoo people::the prodigy,False,Voodoo People The Prodigy Music for the Jilted Generation,,,,,,,itunes
vou te amar::vitor fernandes,False,Vou te Amar Vitor Fernandes Piseiro Atualizado,,,,,,,itunes
wagon wheel::old crow medicine show,False,Wagon Wheel Old Crow Medicine Show O.C.M.S.,,,,,,,itunes
wake me up::roses & frey,False,Wake Me Up Roses & Frey Wake Me Up,,,,,,,itunes
walking on a dream::empire of the sun,False,Walking On A Dream Empire of the Sun Walking On A Dream (10th Anniversary Edition),,,,,,,itunes
wandsworth park::flowtide,False,wandsworth park flowtide wandsworth park,,,,,,,itunes
warrior's dance::the prodigy,False,Warrior's Dance The Prodigy Invaders Must Die,,,,,,,itunes
water no get enemy::fela kuti,False,Water No Get Enemy Fela Kuti The Best of the Black President,,,,,,,itunes
water under the bridge::matt large,False,Water under the Bridge Matt Large Rare Breed,,,,,,,itunes
water::bicep clara la san,True,Water Bicep Clara La San Water,Water (feat. Clara La San),Bicep,Water (feat. Clara La San) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9e/c2/c4/9ec2c47c-e533-46bc-a9cd-7294d40d908a/mzaf_7441767413435001981.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/32/5f/9c/325f9c79-5b53-0031-26d3-c8e52618dbf9/5054429169843.png/600x600bb.jpg,https://music.apple.com/us/album/water-feat-clara-la-san/1640763729?i=1640763733&uo=4,itunes
waves of panic::corporate hearts,False,Waves of Panic Corporate Hearts The Shreds,,,,,,,itunes
way down we go::kaleo,True,Way down We Go KALEO A/B,Way Down We Go,KALEO,A / B,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/14/01/21/1401211a-1d70-9cd8-0407-e15b7be3a0b8/mzaf_18301166428327379751.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/600x600bb.jpg,https://music.apple.com/us/album/way-down-we-go/1107254993?i=1107254996&uo=4,itunes
we can't stop::boyce avenue bea miller,False,"We Can't Stop Boyce Avenue Bea Miller Cover Sessions, Vol. 3",,,,,,,itunes
we don't care::audio bullys,False,We Don't Care Audio Bullys Ego War,,,,,,,itunes
we wish you a merry christmas::weezer,True,We Wish You A Merry Christmas Weezer Alternative Christmas 2022,We Wish You a Merry Christmas,Weezer,Christmas With Weezer - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/eb/2e/a6/eb2ea630-9e39-297b-2440-3a8b5ccb954b/mzaf_10462935582789792523.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/99/e2/cd/99e2cd08-3f81-5d8a-d185-28116f04fbff/00602517963818.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/we-wish-you-a-merry-christmas/1445286982?i=1445286992&uo=4,itunes
weather::novo amor,True,"Weather Novo Amor Woodgate, NY",Weather,Novo Amor,"Woodgate, NY - EP",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/14/f0/ec/14f0ec11-c775-fe8d-1589-e9747dcaa5d6/mzaf_981554615344794770.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/15/3b/a6/153ba643-7b25-38ae-0133-7a9cf0143af0/cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/weather/1669536364?i=1669536459&uo=4,itunes
wee willie winkie - original mix::cameron's bedtime classics,False,Wee Willie Winkie - Original Mix Cameron's Bedtime Classics Lullabies and Nursery Rhymes,,,,,,,itunes
weightless part 1::marconi union,True,Weightless Part 1 Marconi Union Weightless (Ambient Transmission Vol. 2),Weightless,Marconi Union,"The Ambient Zone Just Music Cafe, Vol. 4",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/95/84/05/95840512-b41d-68e4-e7ff-c8987c9bcceb/mzaf_8934420937865408216.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c3/3a/d6/c33ad6a3-ec91-62e4-0912-d4a873d4fed0/cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/weightless/571977211?i=571977598&uo=4,itunes
weightless::marconi union,True,Weightless Marconi Union The Ambient Zone Just Music Cafe Vol 4,Weightless,Marconi Union,"The Ambient Zone Just Music Cafe, Vol. 4",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/95/84/05/95840512-b41d-68e4-e7ff-c8987c9bcceb/mzaf_8934420937865408216.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c3/3a/d6/c33ad6a3-ec91-62e4-0912-d4a873d4fed0/cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/weightless/571977211?i=571977598&uo=4,itunes
weird fishes/ arpeggi::radiohead,True,Weird Fishes/ Arpeggi Radiohead In Rainbows,Weird Fishes / Arpeggi,Radiohead,In Rainbows,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2e/48/d8/2e48d83b-0dd4-5336-ba90-a08a14771bc3/mzaf_6995897912540104374.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/dd/50/c7/dd50c790-99ac-d3d0-5ab8-e3891fb8fd52/634904032463.png/600x600bb.jpg,https://music.apple.com/us/album/weird-fishes-arpeggi/1109714933?i=1109715168&uo=4,itunes
wei脽es rauschen: baby schlafhilfe::wei脽es rauschen hd,False,"Wei脽es Rauschen: Baby Schlafhilfe Wei脽es Rauschen HD Wei脽es Ger盲usch F眉r Tiefen Schlaf, Tinnitus Und Meditation",,,,,,,itunes
what does it feel like - royksopp return to the sun remix::felix da housecat r枚yksopp,False,What Does it Feel Like - Royksopp Return To The Sun Remix Felix Da Housecat R枚yksopp The Glitz Part Deux Remix Edition,,,,,,,itunes
what would i do without you::drew holcomb & the neighbors,False,What Would I Do Without You Drew Holcomb & The Neighbors Good Light,,,,,,,itunes
when you say nothing at all::alison krauss & union station,False,When You Say Nothing At All Alison Krauss & Union Station Now That I've Found You: A Collection,,,,,,,itunes
when you were young::the killers,True,When You Were Young The Killers Sam's Town,When You Were Young,The Killers,Sam's Town,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/62/45/11/62451138-29b4-464f-4a9f-24e8c6933a40/mzaf_18073769405768626044.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/0d/d8/d7/0dd8d755-2147-9954-8b2e-991b25e49f51/17UM1IM06934.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/when-you-were-young/1440891236?i=1440891558&uo=4,itunes
where angels fear to fly::battle beast,False,Where Angels Fear to Fly Battle Beast Circus Of Doom,,,,,,,itunes
where is my mind::maxence cyrin,False,Where Is My Mind Maxence Cyrin Nov枚 Piano,,,,,,,itunes
where is my mind? - remastered::pixies,False,Where Is My Mind? - Remastered Pixies Surfer Rosa,,,,,,,itunes
where is my mind?::pixies,True,Where Is My Mind? Pixies Death to the Pixies,Where Is My Mind?,Pixies,Death to the Pixies,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/23/f0/c4/23f0c4c7-b48c-bf86-2b30-2453d297e359/mzaf_13657459688200833012.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b8/86/ae/b886ae5f-40b8-4f99-f6f5-439b8649b8ec/5014436701122.png/600x600bb.jpg,https://music.apple.com/us/album/where-is-my-mind/1540673055?i=1540673399&uo=4,itunes
whiskey lullaby::alison krauss brad paisley,False,Whiskey Lullaby Alison Krauss Brad Paisley A Hundred Miles Or More: A Collection,,,,,,,itunes
whispered winds::ensidya fractite,False,Whispered Winds Ensidya Fractite Whispered Winds,,,,,,,itunes
"white noise from mother nature for putting the baby to bed, deep healthy sleep::soothing white noise for infant sleeping and massage, crying & colic relief",False,"White Noise from Mother Nature for Putting the Baby to Bed, Deep Healthy Sleep Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief Calm Baby Nature Sounds: Natural Calming & Sleep Aid for Newborn Babies, Mothers",,,,,,,itunes
